adult,gender,id,known_for_department,name,original_name,popularity,profile_path,credit_id,department,job,movie_id
False,2,1456058,Directing,P.J.C. Janssen,P.J.C. Janssen,0.185,/p6zHOkeevM8ckXOcWfNQxJqOE93.jpg,55325dc09251417ae30009c3,Directing,Director,315946
False,2,5014145,Directing,Francisco Antônio de Almeida Júnior,Francisco Antônio de Almeida Júnior,0.001,/tSL3Bs4o7EQp0TNqUlqtywNcSY1.jpg,6716c0ef7dc7c6f27d510968,Directing,Director,315946
False,2,935707,Directing,Émile Reynaud,Émile Reynaud,2.041,/v1QpXCDrSvW1qbLU7saTPxvaa4y.jpg,5fb64d3ef29d66003e33a46a,Directing,Director,766094
False,2,935707,Directing,Émile Reynaud,Émile Reynaud,2.041,/v1QpXCDrSvW1qbLU7saTPxvaa4y.jpg,5f7f2747d55c3d0037ef59ef,Directing,Director,751212
False,2,1135153,Directing,Étienne-Jules Marey,Étienne-Jules Marey,1.245,/nWH58eRKP3wQj3c0wgFHcazo4fK.jpg,5c77d51f92514112a766a092,Directing,Director,585297
False,2,569209,Directing,Louis Aimé Augustin Le Prince,Louis Aimé Augustin Le Prince,2.116,/h9m1UrMeeJRor9fxBtawCcW0Atv.jpg,52fe4c239251416c910f132b,Directing,Director,159897
False,2,569209,Directing,Louis Aimé Augustin Le Prince,Louis Aimé Augustin Le Prince,2.116,/h9m1UrMeeJRor9fxBtawCcW0Atv.jpg,675af7895c42a8c6ed8d06b5,Directing,Director,16463
False,2,569209,Directing,Louis Aimé Augustin Le Prince,Louis Aimé Augustin Le Prince,2.116,/h9m1UrMeeJRor9fxBtawCcW0Atv.jpg,52fe49c39251416c750d2a8b,Directing,Director,96882
False,2,569209,Directing,Louis Aimé Augustin Le Prince,Louis Aimé Augustin Le Prince,2.116,/h9m1UrMeeJRor9fxBtawCcW0Atv.jpg,52fe46d69251416c75085367,Directing,Director,16464
False,0,1454252,Directing,Ottomar Anschütz,Ottomar Anschütz,0.001,,552d7110c3a3687941003603,Directing,Director,335765
False,2,1058108,Directing,William Friese-Greene,William Friese-Greene,0.29,/mRj8woErs6OyDydgdGneUV4kHAb.jpg,55db36cdc3a3683207007791,Directing,Director,355995
False,2,1058108,Directing,William Friese-Greene,William Friese-Greene,0.29,/mRj8woErs6OyDydgdGneUV4kHAb.jpg,52fe44d19251416c9101dce1,Directing,Director,32406
False,2,1058108,Directing,William Friese-Greene,William Friese-Greene,0.29,/mRj8woErs6OyDydgdGneUV4kHAb.jpg,55d93d6dc3a3683207003847,Directing,Director,355764
False,2,110348,Directing,William Heise,William Heise,0.802,/feynSkOiOKx0yOGZUp13AoTEwBt.jpg,52fe44d99251416c9101efa5,Directing,Director,32571
False,2,110347,Directing,William K.L. Dickson,William K.L. Dickson,1.999,/3gGlP15MqNKGrbDjlZQLqMpedcF.jpg,52fe44d99251416c9101ef9f,Directing,Director,32571
False,2,110347,Directing,William K.L. Dickson,William K.L. Dickson,1.999,/3gGlP15MqNKGrbDjlZQLqMpedcF.jpg,52fe450c9251416c91025b0b,Directing,Director,33315
False,2,110348,Directing,William Heise,William Heise,0.802,/feynSkOiOKx0yOGZUp13AoTEwBt.jpg,54c3c873925141618500178d,Directing,Director,33315
False,0,110461,Directing,William Carr Crofts,William Carr Crofts,0.001,,52fe450c9251416c91025b17,Directing,Director,33316
False,0,110462,Directing,Woodsworth Donisthorpe,Woodsworth Donisthorpe,0.001,,52fe450c9251416c91025b1d,Directing,Director,33316
False,2,110347,Directing,William K.L. Dickson,William K.L. Dickson,1.999,/3gGlP15MqNKGrbDjlZQLqMpedcF.jpg,52fe450c9251416c91025b2f,Directing,Director,33317
False,2,110348,Directing,William Heise,William Heise,0.802,/feynSkOiOKx0yOGZUp13AoTEwBt.jpg,54c3c90c9251416eae00eadb,Directing,Director,33317
False,0,1742726,Directing,Lucien Georges Bull,Lucien Georges Bull,0.001,,663e73c7e3f0617a511060ce,Directing,Director,386743
False,2,1058108,Directing,William Friese-Greene,William Friese-Greene,0.29,/mRj8woErs6OyDydgdGneUV4kHAb.jpg,55d9e4a692514143e9004df8,Directing,Director,355846
False,2,110347,Directing,William K.L. Dickson,William K.L. Dickson,1.999,/3gGlP15MqNKGrbDjlZQLqMpedcF.jpg,52fe45069251416c91024e8f,Directing,Director,33229
False,2,110348,Directing,William Heise,William Heise,0.802,/feynSkOiOKx0yOGZUp13AoTEwBt.jpg,54c3d11b9251412489005fd8,Directing,Director,33229
False,2,110348,Directing,William Heise,William Heise,0.802,/feynSkOiOKx0yOGZUp13AoTEwBt.jpg,54c3d25bc3a36878d00062c5,Directing,Director,33318
False,2,110347,Directing,William K.L. Dickson,William K.L. Dickson,1.999,/3gGlP15MqNKGrbDjlZQLqMpedcF.jpg,54c3d24ec3a368789b0062cc,Directing,Director,33318
False,2,110347,Directing,William K.L. Dickson,William K.L. Dickson,1.999,/3gGlP15MqNKGrbDjlZQLqMpedcF.jpg,52fe4a3ec3a36847f81c32af,Directing,Director,104852
False,2,110348,Directing,William Heise,William Heise,0.802,/feynSkOiOKx0yOGZUp13AoTEwBt.jpg,601a217860620a00423b082b,Directing,Director,104852
False,2,110347,Directing,William K.L. Dickson,William K.L. Dickson,1.999,/3gGlP15MqNKGrbDjlZQLqMpedcF.jpg,55db3a339251417d7c001117,Directing,Director,355999
False,2,110348,Directing,William Heise,William Heise,0.802,/feynSkOiOKx0yOGZUp13AoTEwBt.jpg,55db3a4092514143f0007851,Directing,Director,355999
False,2,110347,Directing,William K.L. Dickson,William K.L. Dickson,1.999,/3gGlP15MqNKGrbDjlZQLqMpedcF.jpg,55db3906c3a36831f6007af4,Directing,Director,355997
False,2,110348,Directing,William Heise,William Heise,0.802,/feynSkOiOKx0yOGZUp13AoTEwBt.jpg,55db391692514143e600770a,Directing,Director,355997
False,2,110347,Directing,William K.L. Dickson,William K.L. Dickson,1.999,/3gGlP15MqNKGrbDjlZQLqMpedcF.jpg,55d9e87dc3a36831fa0051fb,Directing,Director,355851
False,2,110348,Directing,William Heise,William Heise,0.802,/feynSkOiOKx0yOGZUp13AoTEwBt.jpg,55d9e88bc3a368166f000313,Directing,Director,355851
False,2,110347,Directing,William K.L. Dickson,William K.L. Dickson,1.999,/3gGlP15MqNKGrbDjlZQLqMpedcF.jpg,55d9e63292514143de005368,Directing,Director,355848
False,2,110348,Directing,William Heise,William Heise,0.802,/feynSkOiOKx0yOGZUp13AoTEwBt.jpg,55d9e640c3a36831fa005196,Directing,Director,355848
False,0,1456070,Directing,Georges Demenÿ,Georges Demenÿ,0.001,/p6r98PNG1OTsKL5qtpqSqE6CQcv.jpg,553266b092514109210002e5,Directing,Director,336380
False,2,1135153,Directing,Étienne-Jules Marey,Étienne-Jules Marey,1.245,/nWH58eRKP3wQj3c0wgFHcazo4fK.jpg,5492f9e3c3a3683d04001ab1,Directing,Director,312452
False,2,1135153,Directing,Étienne-Jules Marey,Étienne-Jules Marey,1.245,/nWH58eRKP3wQj3c0wgFHcazo4fK.jpg,5a54f61e0e0a2607ce0124cb,Directing,Director,416258
False,2,935707,Directing,Émile Reynaud,Émile Reynaud,2.041,/v1QpXCDrSvW1qbLU7saTPxvaa4y.jpg,52fe49e69251416c910bc797,Directing,Director,88013
False,2,935707,Directing,Émile Reynaud,Émile Reynaud,2.041,/v1QpXCDrSvW1qbLU7saTPxvaa4y.jpg,52fe46e19251416c750868d3,Directing,Director,16622
False,2,935707,Directing,Émile Reynaud,Émile Reynaud,2.041,/v1QpXCDrSvW1qbLU7saTPxvaa4y.jpg,52fe46de9251416c75086315,Directing,Director,16613
False,2,110348,Directing,William Heise,William Heise,0.802,/feynSkOiOKx0yOGZUp13AoTEwBt.jpg,609b41bde272600040b9e246,Directing,Director,105153
False,2,110347,Directing,William K.L. Dickson,William K.L. Dickson,1.999,/3gGlP15MqNKGrbDjlZQLqMpedcF.jpg,52fe4a48c3a36847f81c52b1,Directing,Director,105153
False,2,1868,Directing,Louis Lumière,Louis Lumière,2.319,/usTeyesaQunLYg4nCW4JEEsFY2B.jpg,55da8292c3a3680dd5005441,Directing,Director,355936
False,2,110347,Directing,William K.L. Dickson,William K.L. Dickson,1.999,/3gGlP15MqNKGrbDjlZQLqMpedcF.jpg,55d920fcc3a36831f60035d2,Directing,Director,355757
False,2,110347,Directing,William K.L. Dickson,William K.L. Dickson,1.999,/3gGlP15MqNKGrbDjlZQLqMpedcF.jpg,52fe46e19251416c750868df,Directing,Director,16624
False,2,110348,Directing,William Heise,William Heise,0.802,/feynSkOiOKx0yOGZUp13AoTEwBt.jpg,609b4ec49ca75900585daee8,Directing,Director,16624
False,2,110347,Directing,William K.L. Dickson,William K.L. Dickson,1.999,/3gGlP15MqNKGrbDjlZQLqMpedcF.jpg,52fe4a48c3a36847f81c52d3,Directing,Director,105160
False,2,110348,Directing,William Heise,William Heise,0.802,/feynSkOiOKx0yOGZUp13AoTEwBt.jpg,601a2823b02f5e003e5478a3,Directing,Director,105160
False,2,935707,Directing,Émile Reynaud,Émile Reynaud,2.041,/v1QpXCDrSvW1qbLU7saTPxvaa4y.jpg,52fe4c239251416c910f1321,Directing,Director,159896
False,2,110348,Directing,William Heise,William Heise,0.802,/feynSkOiOKx0yOGZUp13AoTEwBt.jpg,52fe4b199251416c910cfd7f,Directing,Director,152218
False,2,110347,Directing,William K.L. Dickson,William K.L. Dickson,1.999,/3gGlP15MqNKGrbDjlZQLqMpedcF.jpg,52fe4b199251416c910cfd79,Directing,Director,152218
False,2,110347,Directing,William K.L. Dickson,William K.L. Dickson,1.999,/3gGlP15MqNKGrbDjlZQLqMpedcF.jpg,52fe4c249251416c910f137f,Directing,Director,159904
False,2,110348,Directing,William Heise,William Heise,0.802,/feynSkOiOKx0yOGZUp13AoTEwBt.jpg,52fe4c249251416c910f1385,Directing,Director,159904
False,2,110347,Directing,William K.L. Dickson,William K.L. Dickson,1.999,/3gGlP15MqNKGrbDjlZQLqMpedcF.jpg,52fe4b749251416c910daee3,Directing,Director,155107
False,2,110348,Directing,William Heise,William Heise,0.802,/feynSkOiOKx0yOGZUp13AoTEwBt.jpg,653a80a8d35dea00c7d11f26,Directing,Director,155107
False,2,110347,Directing,William K.L. Dickson,William K.L. Dickson,1.999,/3gGlP15MqNKGrbDjlZQLqMpedcF.jpg,52fe46de9251416c75086305,Directing,Director,16612
False,2,110348,Directing,William Heise,William Heise,0.802,/feynSkOiOKx0yOGZUp13AoTEwBt.jpg,609be1797ecd28007906eb9f,Directing,Director,16612
False,2,110347,Directing,William K.L. Dickson,William K.L. Dickson,1.999,/3gGlP15MqNKGrbDjlZQLqMpedcF.jpg,52fe46de9251416c75086305,Directing,Director,16612
False,2,110348,Directing,William Heise,William Heise,0.802,/feynSkOiOKx0yOGZUp13AoTEwBt.jpg,609be1797ecd28007906eb9f,Directing,Director,16612
False,2,110348,Directing,William Heise,William Heise,0.802,/feynSkOiOKx0yOGZUp13AoTEwBt.jpg,609bd666f2883800574d6cb0,Directing,Director,105158
False,2,110347,Directing,William K.L. Dickson,William K.L. Dickson,1.999,/3gGlP15MqNKGrbDjlZQLqMpedcF.jpg,52fe4a48c3a36847f81c52bf,Directing,Director,105158
False,2,110347,Directing,William K.L. Dickson,William K.L. Dickson,1.999,/3gGlP15MqNKGrbDjlZQLqMpedcF.jpg,52fe4a33c3a36847f81c095f,Directing,Director,104396
False,2,110348,Directing,William Heise,William Heise,0.802,/feynSkOiOKx0yOGZUp13AoTEwBt.jpg,628f39d72495ab74da77c5a3,Directing,Director,104396
False,2,110347,Directing,William K.L. Dickson,William K.L. Dickson,1.999,/3gGlP15MqNKGrbDjlZQLqMpedcF.jpg,55dc9e02c3a3686577000345,Directing,Director,356154
False,2,110347,Directing,William K.L. Dickson,William K.L. Dickson,1.999,/3gGlP15MqNKGrbDjlZQLqMpedcF.jpg,52fe4c239251416c910f1311,Directing,Director,159895
False,2,110348,Directing,William Heise,William Heise,0.802,/feynSkOiOKx0yOGZUp13AoTEwBt.jpg,52fe4c239251416c910f1317,Directing,Director,159895
False,2,1135153,Directing,Étienne-Jules Marey,Étienne-Jules Marey,1.245,/nWH58eRKP3wQj3c0wgFHcazo4fK.jpg,52fe4b5c9251416c910d7f59,Directing,Director,154339
False,2,110347,Directing,William K.L. Dickson,William K.L. Dickson,1.999,/3gGlP15MqNKGrbDjlZQLqMpedcF.jpg,55dc9f3dc3a368657700036e,Directing,Director,356155
False,2,110348,Directing,William Heise,William Heise,0.802,/feynSkOiOKx0yOGZUp13AoTEwBt.jpg,55dc9f4892514174590002f6,Directing,Director,356155
False,2,110348,Directing,William Heise,William Heise,0.802,/feynSkOiOKx0yOGZUp13AoTEwBt.jpg,52fe4b199251416c910cfd63,Directing,Director,152215
False,2,110347,Directing,William K.L. Dickson,William K.L. Dickson,1.999,/3gGlP15MqNKGrbDjlZQLqMpedcF.jpg,52fe4b199251416c910cfd5d,Directing,Director,152215
False,2,110347,Directing,William K.L. Dickson,William K.L. Dickson,1.999,/3gGlP15MqNKGrbDjlZQLqMpedcF.jpg,52fe4c249251416c910f138f,Directing,Director,159905
False,2,110348,Directing,William Heise,William Heise,0.802,/feynSkOiOKx0yOGZUp13AoTEwBt.jpg,653a806b091e620138b4607d,Directing,Director,159905
False,2,110347,Directing,William K.L. Dickson,William K.L. Dickson,1.999,/3gGlP15MqNKGrbDjlZQLqMpedcF.jpg,52fe4d4f9251416c75136e0b,Directing,Director,189054
False,2,110348,Directing,William Heise,William Heise,0.802,/feynSkOiOKx0yOGZUp13AoTEwBt.jpg,601a2b28976a23003faca4c5,Directing,Director,189054
False,2,935707,Directing,Émile Reynaud,Émile Reynaud,2.041,/v1QpXCDrSvW1qbLU7saTPxvaa4y.jpg,5f7f3a192667780036b1a5d3,Directing,Director,751244
False,0,1500342,Writing,Alexander Black,Alexander Black,0.001,,55dc9b6fc3a3686f65000241,Directing,Director,356151
False,2,1868,Directing,Louis Lumière,Louis Lumière,2.319,/usTeyesaQunLYg4nCW4JEEsFY2B.jpg,54d0fa5a9251413e0b001e99,Directing,Director,82120
False,0,1170484,Directing,Alfred Clark,Alfred Clark,0.039,,52fe45619251416c91030535,Directing,Director,34372
False,2,1120754,Directing,Max Skladanowsky,Max Skladanowsky,1.671,/wSjgymiiWtttCtub304nrcxSyHm.jpg,52fe4ce29251416c911033a5,Directing,Director,194085
False,2,110348,Directing,William Heise,William Heise,0.802,/feynSkOiOKx0yOGZUp13AoTEwBt.jpg,52fe4b329251416c750fb807,Directing,Director,144410
False,2,110347,Directing,William K.L. Dickson,William K.L. Dickson,1.999,/3gGlP15MqNKGrbDjlZQLqMpedcF.jpg,6025d9d5bc2cb3003fa647fc,Directing,Director,144410
False,2,1120754,Directing,Max Skladanowsky,Max Skladanowsky,1.671,/wSjgymiiWtttCtub304nrcxSyHm.jpg,52fe4ce29251416c91103343,Directing,Director,194081
False,0,1170737,Directing,Emil Skladanowsky,Emil Skladanowsky,0.001,,52fe4ce29251416c9110333d,Directing,Director,194081
False,2,1868,Directing,Louis Lumière,Louis Lumière,2.319,/usTeyesaQunLYg4nCW4JEEsFY2B.jpg,54d0f9cdc3a36843140034d4,Directing,Director,122134
False,2,110347,Directing,William K.L. Dickson,William K.L. Dickson,1.999,/3gGlP15MqNKGrbDjlZQLqMpedcF.jpg,52fe4d4f9251416c75136e2f,Directing,Director,189056
False,2,110348,Directing,William Heise,William Heise,0.802,/feynSkOiOKx0yOGZUp13AoTEwBt.jpg,601a2d97fb3f61003eca0e1d,Directing,Director,189056
False,2,1868,Directing,Louis Lumière,Louis Lumière,2.319,/usTeyesaQunLYg4nCW4JEEsFY2B.jpg,56520214c3a368070800b743,Directing,Director,127777
False,2,1868,Directing,Louis Lumière,Louis Lumière,2.319,/usTeyesaQunLYg4nCW4JEEsFY2B.jpg,54d0fb959251417c0b003518,Directing,Director,129436
False,2,11523,Directing,Georges Méliès,Georges Méliès,6.293,/acx5saf22Qj6FV5WAsacRHlZAMn.jpg,52fe4ba5c3a368484e192f61,Directing,Director,133063
False,2,11523,Directing,Georges Méliès,Georges Méliès,6.293,/acx5saf22Qj6FV5WAsacRHlZAMn.jpg,52fe4a35c3a36847f81c0f2b,Directing,Director,104462
False,1,1071403,Directing,Alice Guy-Blaché,Alice Guy-Blaché,5.797,/y1atPvIVDpS2pJR2rnQZ4VR7ULM.jpg,52fe4baa9251416c7510a2d7,Directing,Director,147554
False,2,1868,Directing,Louis Lumière,Louis Lumière,2.319,/usTeyesaQunLYg4nCW4JEEsFY2B.jpg,54d0fb38c3a3680f37001adf,Directing,Director,160
False,2,1867,Production,Auguste Lumière,Auguste Lumière,1.413,/8x9p01clhoDRnyB3L1JYL1TceVP.jpg,56651844c3a3685118000fcc,Directing,Director,160
False,2,110347,Directing,William K.L. Dickson,William K.L. Dickson,1.999,/3gGlP15MqNKGrbDjlZQLqMpedcF.jpg,52fe4adec3a368484e16b36f,Directing,Director,126413
False,2,1161489,Directing,Alexandre Promio,Alexandre Promio,2.719,/6pzsQ3gzMAiBaunQIpVMAFMx0lB.jpg,5e365da698f1f1001204762e,Directing,Director,194583
False,2,1173121,Directing,Gabriel Veyre,Gabriel Veyre,0.687,/8lEP51IIpBvZOW19zEpIxhdiAjx.jpg,5771ab359251411dcd00003f,Directing,Director,194562
False,2,1868,Directing,Louis Lumière,Louis Lumière,2.319,/usTeyesaQunLYg4nCW4JEEsFY2B.jpg,5651f9dcc3a368070d00b599,Directing,Director,190560
False,2,1868,Directing,Louis Lumière,Louis Lumière,2.319,/usTeyesaQunLYg4nCW4JEEsFY2B.jpg,604d4206519bbb00531ba463,Directing,Director,144391
False,2,11523,Directing,Georges Méliès,Georges Méliès,6.293,/acx5saf22Qj6FV5WAsacRHlZAMn.jpg,52fe478ec3a36847f813bf7f,Directing,Director,49296
False,2,11523,Directing,Georges Méliès,Georges Méliès,6.293,/acx5saf22Qj6FV5WAsacRHlZAMn.jpg,52fe4a39c3a36847f81c22f3,Directing,Director,104700
False,2,11523,Directing,Georges Méliès,Georges Méliès,6.293,/acx5saf22Qj6FV5WAsacRHlZAMn.jpg,52fe4a3ac3a36847f81c230d,Directing,Director,104702
False,2,11523,Directing,Georges Méliès,Georges Méliès,6.293,/acx5saf22Qj6FV5WAsacRHlZAMn.jpg,52fe478ec3a36847f813bf73,Directing,Director,49295
False,2,11523,Directing,Georges Méliès,Georges Méliès,6.293,/acx5saf22Qj6FV5WAsacRHlZAMn.jpg,52fe4b45c3a36847f81fb5cb,Directing,Director,114108
False,2,1175916,Camera,Arthur Marvin,Arthur Marvin,0.34,,52fe4d169251416c9110a399,Directing,Director,195620
False,2,1100017,Directing,J. Stuart Blackton,J. Stuart Blackton,1.036,/TCaOLFkMFigl4ZShLWm1naZxoO.jpg,52fe4b349251416c750fba37,Directing,Director,144432
False,2,1037661,Directing,George Albert Smith,George Albert Smith,0.772,/c3Xt76gr10FFAb72u2if45LOWee.jpg,55a23223c3a3681ce30032d7,Directing,Director,179236
False,2,1037661,Directing,George Albert Smith,George Albert Smith,0.772,/c3Xt76gr10FFAb72u2if45LOWee.jpg,55a2320bc3a3681cf000328f,Directing,Director,154171
False,2,125992,Production,Cecil M. Hepworth,Cecil M. Hepworth,1.048,/8y4ZhaxHoYew7ZB0mbi2bnO71Of.jpg,52fe4a4ac3a36847f81c5abb,Directing,Director,105303
False,0,1175929,Directing,Clément Maurice,Clément Maurice,0.015,,6080e856955c6500414fc58f,Directing,Director,195626
False,2,11523,Directing,Georges Méliès,Georges Méliès,6.293,/acx5saf22Qj6FV5WAsacRHlZAMn.jpg,52fe478dc3a36847f813bd6b,Directing,Director,49280
False,2,1037661,Directing,George Albert Smith,George Albert Smith,0.772,/c3Xt76gr10FFAb72u2if45LOWee.jpg,64808d2de375c000acc36c46,Directing,Director,1137292
False,2,1173774,Directing,Albert E. Smith,Albert E. Smith,0.223,,52fe4ccc9251416c9110087b,Directing,Director,193408
False,2,1037661,Directing,George Albert Smith,George Albert Smith,0.772,/c3Xt76gr10FFAb72u2if45LOWee.jpg,52fe4da3c3a36847f826c105,Directing,Director,179235
False,2,11523,Directing,Georges Méliès,Georges Méliès,6.293,/acx5saf22Qj6FV5WAsacRHlZAMn.jpg,52fe4a71c3a36847f81ce385,Directing,Director,106814
False,2,11523,Directing,Georges Méliès,Georges Méliès,6.293,/acx5saf22Qj6FV5WAsacRHlZAMn.jpg,52fe478dc3a36847f813bd5f,Directing,Director,49279
False,2,1079361,Directing,Ferdinand Zecca,Ferdinand Zecca,1.098,/zS7QasftdyrdzC3ojlClacjhsym.jpg,52fe4cda9251416c751279cd,Directing,Director,185219
False,2,11523,Directing,Georges Méliès,Georges Méliès,6.293,/acx5saf22Qj6FV5WAsacRHlZAMn.jpg,52fe478dc3a36847f813bd37,Directing,Director,49275
False,2,11523,Directing,Georges Méliès,Georges Méliès,6.293,/acx5saf22Qj6FV5WAsacRHlZAMn.jpg,52fe4275c3a36847f802015b,Directing,Director,775
False,2,11523,Directing,Georges Méliès,Georges Méliès,6.293,/acx5saf22Qj6FV5WAsacRHlZAMn.jpg,52fe4a95c3a36847f81d68a3,Directing,Director,108292
False,2,44866,Directing,Edwin S. Porter,Edwin S. Porter,2.159,/bTgG38TsfKSQb7MGYk8j3dusyAR.jpg,58dd6b5c9251415947000306,Directing,Director,190669
False,2,11523,Directing,Georges Méliès,Georges Méliès,6.293,/acx5saf22Qj6FV5WAsacRHlZAMn.jpg,52fe4a94c3a36847f81d6595,Directing,Director,108278
False,2,44866,Directing,Edwin S. Porter,Edwin S. Porter,2.159,/bTgG38TsfKSQb7MGYk8j3dusyAR.jpg,52fe4419c3a36847f80821fd,Directing,Director,5698
False,2,11523,Directing,Georges Méliès,Georges Méliès,6.293,/acx5saf22Qj6FV5WAsacRHlZAMn.jpg,52fe46d69251416c75085375,Directing,Director,16465
False,2,11523,Directing,Georges Méliès,Georges Méliès,6.293,/acx5saf22Qj6FV5WAsacRHlZAMn.jpg,52fe478dc3a36847f813bd2d,Directing,Director,49273
False,2,11523,Directing,Georges Méliès,Georges Méliès,6.293,/acx5saf22Qj6FV5WAsacRHlZAMn.jpg,52fe4689c3a36847f810469f,Directing,Director,44449
False,2,11523,Directing,Georges Méliès,Georges Méliès,6.293,/acx5saf22Qj6FV5WAsacRHlZAMn.jpg,52fe4af0c3a368484e16edf1,Directing,Director,127097
False,2,11523,Directing,Georges Méliès,Georges Méliès,6.293,/acx5saf22Qj6FV5WAsacRHlZAMn.jpg,52fe4684c3a36847f810359b,Directing,Director,44335
False,2,11523,Directing,Georges Méliès,Georges Méliès,6.293,/acx5saf22Qj6FV5WAsacRHlZAMn.jpg,52fe4684c3a36847f810350b,Directing,Director,44333
False,2,11523,Directing,Georges Méliès,Georges Méliès,6.293,/acx5saf22Qj6FV5WAsacRHlZAMn.jpg,52fe4684c3a36847f810345f,Directing,Director,44324
False,2,11523,Directing,Georges Méliès,Georges Méliès,6.293,/acx5saf22Qj6FV5WAsacRHlZAMn.jpg,52fe4376c3a36847f80561b5,Directing,Director,2963
False,2,11523,Directing,Georges Méliès,Georges Méliès,6.293,/acx5saf22Qj6FV5WAsacRHlZAMn.jpg,52fe4684c3a36847f81034f3,Directing,Director,44330
False,2,11523,Directing,Georges Méliès,Georges Méliès,6.293,/acx5saf22Qj6FV5WAsacRHlZAMn.jpg,52fe4684c3a36847f8103611,Directing,Director,44342
False,2,85621,Directing,Charles Tait,Charles Tait,0.001,/ttLakZ2eTTgM6BEjczNuWKOwTsU.jpg,52fe43d7c3a368484e001437,Directing,Director,20105
False,2,11523,Directing,Georges Méliès,Georges Méliès,6.293,/acx5saf22Qj6FV5WAsacRHlZAMn.jpg,52fe478dc3a36847f813bd23,Directing,Director,49272
False,2,1100017,Directing,J. Stuart Blackton,J. Stuart Blackton,1.036,/TCaOLFkMFigl4ZShLWm1naZxoO.jpg,52fe4be4c3a368484e19d9e7,Directing,Director,134750
False,2,11523,Directing,Georges Méliès,Georges Méliès,6.293,/acx5saf22Qj6FV5WAsacRHlZAMn.jpg,52fe478dc3a36847f813bd4b,Directing,Director,49277
False,2,11523,Directing,Georges Méliès,Georges Méliès,6.293,/acx5saf22Qj6FV5WAsacRHlZAMn.jpg,52fe4c39c3a368484e1ad88d,Directing,Director,137757
False,2,41616,Directing,Segundo de Chomón,Segundo de Chomón,1.268,/jHH8kBefJSK0q7uAgiSqWHf0ed.jpg,52fe4d2b9251416c9110cfa9,Directing,Director,196287
False,1,1071403,Directing,Alice Guy-Blaché,Alice Guy-Blaché,5.797,/y1atPvIVDpS2pJR2rnQZ4VR7ULM.jpg,52fe4a3cc3a368484e1481c9,Directing,Director,120026
False,2,11523,Directing,Georges Méliès,Georges Méliès,6.293,/acx5saf22Qj6FV5WAsacRHlZAMn.jpg,52fe478dc3a36847f813bd55,Directing,Director,49278
False,2,11523,Directing,Georges Méliès,Georges Méliès,6.293,/acx5saf22Qj6FV5WAsacRHlZAMn.jpg,52fe478ec3a36847f813bf8f,Directing,Director,49298
False,2,41616,Directing,Segundo de Chomón,Segundo de Chomón,1.268,/jHH8kBefJSK0q7uAgiSqWHf0ed.jpg,55af5d349251411e0f00c15d,Directing,Director,350807
False,2,1100017,Directing,J. Stuart Blackton,J. Stuart Blackton,1.036,/TCaOLFkMFigl4ZShLWm1naZxoO.jpg,52fe4b349251416c750fba59,Directing,Director,144440
False,2,11523,Directing,Georges Méliès,Georges Méliès,6.293,/acx5saf22Qj6FV5WAsacRHlZAMn.jpg,52fe478dc3a36847f813bd19,Directing,Director,49271
False,0,1268213,Directing,Georges Monca,Georges Monca,0.237,,52fe4e0dc3a36847f827b4e1,Directing,Director,232957
False,2,1008306,Directing,Lewin Fitzhamon,Lewin Fitzhamon,0.982,/xoX2TycUhzArQ8tmqqXiBBL8hBH.jpg,52fe4ce09251416c91102fed,Directing,Director,193988
False,2,931794,Directing,Émile Cohl,Émile Cohl,0.679,/pQ9gkv6SkohobpGlzxMqGYfWd6G.jpg,6122e4f7bbcae0005d8f7b7e,Directing,Director,49281
False,2,1056719,Directing,Ashley Miller,Ashley Miller,0.132,/jD0MALzpSckQG3PD5h9WEoXbn5T.jpg,52fe4b2ec3a36847f81f6acd,Directing,Director,113194
False,0,562261,Directing,Charles L. Gaskill,Charles L. Gaskill,0.001,,52fe482bc3a368484e0ec5df,Directing,Director,71266
False,2,30496,Acting,Francis Ford,Francis Ford,8.053,/v5MKJZbr5kwP7KbLjNgw7Bqwsto.jpg,52fe4af4c3a368484e16fb93,Directing,Director,127271
False,2,931237,Production,Thomas H. Ince,Thomas H. Ince,1.861,/ciXpY4JBgPM6upWXWZe7efX5aey.jpg,52fe4af4c3a368484e16fb99,Directing,Director,127271
False,0,1090768,Directing,René Leprince,René Leprince,0.077,,52fe4cda9251416c91102533,Directing,Director,193833
False,2,1016035,Acting,Max Linder,Max Linder,3.629,/b3PKyHuw6OyOATZeyOPJkC000mY.jpg,52fe4cda9251416c91102529,Directing,Director,193833
False,2,11523,Directing,Georges Méliès,Georges Méliès,6.293,/acx5saf22Qj6FV5WAsacRHlZAMn.jpg,52fe4c969251416c910f9b4d,Directing,Director,191911
False,2,1172420,Directing,Gaston Méliès,Gaston Méliès,0.447,,52fe4c969251416c910f9b53,Directing,Director,191911
False,2,116187,Acting,Phillips Smalley,Phillips Smalley,1.356,/wqmmEk0TPELGnDgVOSXGM8YYzJ2.jpg,52fe4a4cc3a36847f81c5f93,Directing,Director,105408
False,1,1037794,Directing,Lois Weber,Lois Weber,2.015,/c6YcUHNxlP9Fo5cxbJJQi3xAdGF.jpg,52fe4a4cc3a36847f81c5f99,Directing,Director,105408
False,2,1050356,Acting,Sidney Drew,Sidney Drew,0.162,,52fe4ae5c3a36847f81e7633,Directing,Director,110803
